experiment,method,label,oracle_label_group,seed,update,source_steps_total,source_steps_training,source_steps_critic,source_steps_direction_check,source_steps_return_check,source_steps_monitor,source_complete_episodes,agent_decisions,budget,training_return,monitor_return,exact_source_return_diagnostic,actual_return_gain_diagnostic,old_new_kl,baseline_kind,baseline_missing_states,entropy,seconds,accepted,reason,eta,attempts,forward_kl_training,direction_loss,direction_steps,q_bound,return_check_gain,return_check_mode,return_check_standard_error,critic_validation_mse,label_mse_against_exact_joint_advantage,critic_explained_variance,direction_error,direction_norm,exact_direction_score_diagnostic
T-L,AN,mc_learned_baseline,False,46,24,66240,6144,6144,0,49152,4800,33120,132480,262144,0.8437500000000001,0.9153,0.8738489006041037,0.010684043535629573,0.0002890638956059008,public_state_tabular_independent_mc,0,0.3611006015382569,1.027748699998483,True,accepted_empirical,0.1,1,5.419022910232566e-09,-0.06379968891584396,100,5.0,0.0103125,empirical,0.00497791646536035,0.11721078559027776,0.05106996023524556,-0.0023928898066172266,0.02433951842902023,0.06297078443811704,-0.00037543628958719433
T-L,AN,mc_learned_baseline,False,46,25,69000,6400,6400,0,51200,5000,34500,138000,262144,0.9030468750000001,0.8012999999999998,0.8779897037313121,0.004140803127208437,2.999250864328265e-05,public_state_tabular_independent_mc,0,0.3572332205964905,1.0701646999223158,True,accepted_empirical,0.1,1,1.1885876557327617e-10,-0.006049735293138462,100,5.0,0.00287109375,empirical,0.0023579697406467494,0.04881091468045456,0.01686282311237625,0.022977127312462375,0.004888600057052903,0.006065413353587627,0.016221664239021452
T-L,AN,mc_learned_baseline,False,46,26,71760,6656,6656,0,53248,5200,35880,143520,262144,0.8184375000000002,0.8298000000000001,0.8902258403765088,0.012236136645196627,0.00040938291304037374,public_state_tabular_independent_mc,0,0.34634193531404955,1.1185133999679238,True,accepted_empirical,0.1,1,5.835744817454748e-09,-0.09115375861566566,100,5.0,0.005742187500000001,empirical,0.003431584021940547,0.14915414671495225,0.06246962428857563,0.005499715633364044,0.03873024250231875,0.09286942018032524,-0.01864018441664668
T-L,AN,mc_learned_baseline,False,46,27,74520,6912,6912,0,55296,5400,37260,149040,262144,0.8728125000000002,0.8798999999999999,0.8952937352058709,0.005067894829362096,5.7474431306478114e-05,public_state_tabular_independent_mc,0,0.3412318571534054,1.1653717999579385,True,accepted_empirical,0.1,1,4.260313174162295e-11,-0.012540664543115898,100,5.0,0.005156249999999999,empirical,0.003382938214147393,0.06154338785807292,0.021262140895265524,0.016643976911395186,0.0006371762701766312,0.01179406092440096,0.015947589835553017
T-L,AN,mc_learned_baseline,False,46,28,77280,7168,7168,0,57344,5600,38640,154560,262144,0.8758593750000001,0.8976000000000001,0.9033499488684429,0.008056213662572032,0.00018646321353416837,public_state_tabular_independent_mc,0,0.3334667223553776,1.2170543000102043,True,accepted_empirical,0.1,1,2.786466336477961e-09,-0.039993705339605924,100,5.0,0.0040429687500000006,empirical,0.003098919455702038,0.09572077497940745,0.037029349980864504,0.009177321759825552,0.008755733610059071,0.04019309413366445,0.006568184130294155
T-L,AN,mc_learned_baseline,False,46,29,80040,7424,7424,0,59392,5800,40020,160080,262144,0.9217968750000002,0.9156,0.9079858250921637,0.004635876223720858,7.758295538161193e-05,public_state_tabular_independent_mc,0,0.3286602653315889,1.2590667000040412,True,accepted_empirical,0.1,1,3.0583399847664206e-10,-0.01460730476892061,100,5.0,0.0034570312500000005,empirical,0.0029291496723797823,0.05090263129340278,0.016058531968795108,0.02612529884021464,0.0032490946332498203,0.016157982447743705,0.009785916395380914
T-L,AN,mc_learned_baseline,False,46,30,82800,7680,7680,0,61440,6000,41400,165600,262144,0.89203125,0.9366,0.9154455566375819,0.0074597315454181246,0.00018987685908904975,public_state_tabular_independent_mc,0,0.3207379352262529,1.3044597000116482,True,accepted_empirical,0.1,1,9.630878570538995e-10,-0.039560933998875426,100,5.0,0.0085546875,empirical,0.0045966740766644485,0.08302610304090711,0.03056609806553357,0.0161773490427759,0.009278745383678882,0.04094658811216077,0.0025935509937493675
T-L,AN,mc_learned_baseline,False,46,31,85560,7936,7936,0,63488,6200,42780,171120,262144,0.8803125000000002,0.9092999999999999,0.9219853386709359,0.006539782033354036,0.00025356569112975887,public_state_tabular_independent_mc,0,0.313428137075578,1.3441744999727234,True,accepted_empirical,0.1,1,4.7964624838825344e-09,-0.05834327586343445,100,5.0,0.0057421875,empirical,0.003329831776959168,0.08145667696228083,0.031062025786645308,0.009576161829202956,0.027628607289846133,0.05821000501673271,-0.01779777499194147
T-L,AN,mc_learned_baseline,False,46,32,88320,8192,8192,0,65536,6400,44160,176640,262144,0.9283593750000002,0.9246000000000001,0.9239904882175096,0.0020051495465737146,2.1486816079232674e-05,public_state_tabular_independent_mc,0,0.31078097754105954,1.3859876999631524,True,accepted_empirical,0.1,1,4.272436131726911e-11,-0.004381934143025166,100,5.0,0.0011718750000000002,empirical,0.0008278295590484756,0.0242223806333936,0.005338459656852913,0.03485635912603002,0.0014687882260754552,0.004371166257339012,0.006486418638320892
T-L,AN,mc_learned_baseline,False,46,33,91080,8448,8448,0,67584,6600,45540,182160,262144,0.9100781250000002,0.8942999999999999,0.9277743203011103,0.003783832083600669,0.000160772709786453,public_state_tabular_independent_mc,0,0.3057612057390825,1.432463499950245,True,accepted_empirical,0.1,1,1.7564940279798417e-09,-0.03870383258555598,100,5.0,0.0017578125000000003,empirical,0.0010128855190910918,0.04584449146412038,0.015997032685301588,0.008797994554922917,0.023064416742770974,0.0392679810826603,-0.015494090544989611
T-L,AN,mc_learned_baseline,False,46,34,93840,8704,8704,0,69632,6800,46920,187680,262144,0.9075000000000002,0.93,0.9296537920834624,0.001879471782352149,0.00011554369408062871,public_state_tabular_independent_mc,0,0.3027313526604146,1.4810788999311626,True,accepted_empirical,0.1,1,1.2985095115431262e-10,-0.06308690818970746,100,5.0,0.0005859375000000001,empirical,0.001015535322230033,0.03396452917379026,0.011293109393382399,-0.009159567344677155,0.024126864226314822,0.030118718647279604,-0.017479156040281885
T-L,AN,mc_learned_baseline,False,46,35,96600,8960,8960,0,71680,7000,48300,193200,262144,0.9236718750000001,0.9213000000000001,0.9317071622531868,0.0020533701697244,2.5156072965883462e-05,public_state_tabular_independent_mc,0,0.2998527013954448,1.5342657999135554,True,accepted_empirical,0.1,1,4.4055342246917795e-10,-0.005321647646145392,100,5.0,0.0,empirical,0.0008294511660071416,0.02450729980468751,0.005502991647544011,0.042081334719902164,0.0003050313464138308,0.00514252927505824,0.006011920077526647
T-L,AN,mc_learned_baseline,False,46,36,99360,9216,9216,0,73728,7200,49680,198720,262144,0.9304687500000002,0.9273,0.9328653745127994,0.0011582122596125455,1.6140969961098373e-05,public_state_tabular_independent_mc,0,0.2976862841028526,1.5834382999455556,True,accepted_empirical,0.1,1,3.2878361719852044e-10,-0.003186876553379836,100,5.0,0.0,empirical,0.0008294511660071416,0.010948262384483182,0.00010836971989611694,0.08879574811913382,0.0030969175485020596,0.0032098002433902295,0.0028560155822549014
T-L,AN,mc_learned_baseline,False,46,37,102120,9472,9472,0,75776,7400,51060,204240,262144,0.9192187500000002,0.9153,0.9358551403341552,0.0029897658213557943,6.556953617771465e-05,public_state_tabular_independent_mc,0,0.2938160075024555,1.6271922999294475,True,accepted_empirical,0.1,1,7.170229456279045e-10,-0.014682622584366822,100,5.0,0.00228515625,empirical,0.002431034414339844,0.0373230628551729,0.010356171906102959,0.028847962357661072,0.002874046790026883,0.014065586306450061,0.0030854876996688034
T-L,AN,mc_learned_baseline,False,46,38,104880,9728,9728,0,77824,7600,52440,209760,262144,0.9494531250000002,0.9362999999999999,0.9380649212128304,0.0022097808786751827,3.836983401744747e-05,public_state_tabular_independent_mc,0,0.2907004298781662,1.6696749000111595,True,accepted_empirical,0.1,1,5.844773153064821e-10,-0.007238286751818217,100,5.0,0.00287109375,empirical,0.0023579697406467494,0.023987206719846138,0.005506757306120531,0.002279031887914451,0.0009357800581455097,0.008023752814528735,0.004321613296348961
T-L,AN,mc_learned_baseline,False,46,39,107640,9984,9984,0,79872,7800,53820,215280,262144,0.9213281250000002,0.954,0.9402156247208748,0.0021507035080444714,3.7343200603123005e-05,public_state_tabular_independent_mc,0,0.2873697385603402,1.7116072999779135,True,accepted_empirical,0.1,1,5.552636174972191e-10,-0.008324654884743085,100,5.0,0.0017578125000000003,empirical,0.0010128855190910918,0.024620797729492196,0.005394028085192037,0.03926849853626013,0.0007034880434974844,0.0077623400483783815,0.0041080349007421085
T-L,AN,mc_learned_baseline,False,46,40,110400,10240,10240,0,81920,8000,55200,220800,262144,0.9075000000000002,0.963,0.9431280492065522,0.0029124244856774117,9.803028733650911e-05,public_state_tabular_independent_mc,0,0.2830425945841022,1.7536306999390945,True,accepted_empirical,0.1,1,2.0335559531766073e-09,-0.025227523760637964,100,5.0,0.00744140625,empirical,0.00407677486122599,0.03916700439453126,0.010929142824064455,0.02735978647976689,0.009109710650217286,0.022007407759863984,-0.004628026050103113
T-L,AN,mc_learned_baseline,False,46,41,113160,10496,10496,0,83968,8200,56580,226320,262144,0.9585937500000001,0.9600000000000002,0.943987935728825,0.000859886522272757,9.334737019509173e-06,public_state_tabular_independent_mc,0,0.2813604187917791,1.804674100014381,True,accepted_empirical,0.1,1,6.188073459613535e-11,-0.001850681148323474,100,5.0,0.0011718750000000002,empirical,0.0008278295590484758,0.009731366356904709,0.00013635674245671912,0.028918196816499542,0.0012501003218474691,0.0018624028017792513,0.0026495418383016365
T-L,AN,mc_learned_baseline,False,46,42,115920,10752,10752,0,86016,8400,57960,231840,262144,0.9400781250000002,0.9390000000000001,0.9460133342990195,0.002025398570194459,5.794194079055794e-05,public_state_tabular_independent_mc,0,0.27813070866741024,1.8506981999380514,True,accepted_empirical,0.1,1,8.722425881928593e-10,-0.01279666316370006,100,5.0,0.0011718750000000002,empirical,0.0008278295590484756,0.023938208007812507,0.00548586246340599,0.024725706250558144,0.004980854304421444,0.012915858460063356,-0.001066737167650834
T-L,AN,mc_learned_baseline,False,46,43,118680,11008,11008,0,88064,8600,59340,237360,262144,0.9424218750000002,0.9329999999999999,0.9478844633663092,0.0018711290672897007,7.728551704988238e-05,public_state_tabular_independent_mc,0,0.2750435277830968,1.9039754999103025,True,accepted_empirical,0.1,1,4.852588984254972e-10,-0.017911798350498484,100,5.0,0.00287109375,empirical,0.0026336286320183624,0.023670141601562507,0.005290468693210659,0.02213402519515495,0.010327534725312379,0.018350147374966763,-0.006766607662701882
T-L,AN,mc_learned_baseline,False,46,44,121440,11264,11264,0,90112,8800,60720,242880,262144,0.9703125000000002,0.9420000000000001,0.94881974653914,0.0009352831728308697,1.1378875122245271e-05,public_state_tabular_independent_mc,0,0.27317510848229687,1.9499012999003753,True,accepted_empirical,0.1,1,3.1534620006175087e-10,-0.0023307755817640104,100,5.0,0.0011718750000000002,empirical,0.0011718750000000002,0.008822021484375003,6.824178498867375e-05,0.02204436003527055,0.0005923626581047919,0.002306990532729345,0.0026415891433673212
T-L,AN,mc_learned_baseline,False,46,45,124200,11520,11520,0,92160,9000,62100,248400,262144,0.9234375000000001,0.9213000000000001,0.9500019665958978,0.0011822200567577212,1.8002494499278386e-05,public_state_tabular_independent_mc,0,0.2708055579115253,1.99714039999526,True,accepted_empirical,0.1,1,4.087962988551388e-10,-0.003684334761043141,100,5.0,0.0035156250000000005,empirical,0.0016515961448115909,0.011966857910156262,0.00015249460080256106,0.0779448560074566,0.0006531762115600765,0.0036493983643201065,0.0026035063214689016
T-L,AN,mc_learned_baseline,False,46,46,126960,11776,11776,0,94208,9200,63480,253920,262144,0.9140625000000001,0.9359999999999999,0.951319859561184,0.0013178929652862825,2.2127786422406125e-05,public_state_tabular_independent_mc,0,0.2681535322126712,2.044216000009328,True,accepted_empirical,0.1,1,4.682235634105611e-10,-0.004370521754719531,100,5.0,0.0005859375000000001,empirical,0.0005859375,0.012480468750000008,9.710933680341889e-05,0.09091335994364858,0.0007808713748994518,0.004404372630941156,0.002503209106414067
T-L,AN,mc_learned_baseline,False,46,47,129720,12032,12032,0,96256,9400,64860,259440,262144,0.9539062500000002,0.9690000000000001,0.9524589510930298,0.0011390915318457706,1.635399666327069e-05,public_state_tabular_independent_mc,0,0.26585228231429525,2.0913184999953955,True,accepted_empirical,0.1,1,1.6787249614697516e-11,-0.003263414694789952,100,5.0,0.0011718750000000002,empirical,0.0008278295590484756,0.009821777343750004,3.416030971475108e-05,0.050231211310886814,0.0005969416812784023,0.003277062064319511,0.002715990928802661
T-L,AN,mc_learned_baseline,False,46,48,132480,12288,12288,0,98304,9600,66240,264960,262144,0.9377343750000002,0.9660000000000001,0.9541786236595571,0.001719672566527275,7.45604610573194e-05,public_state_tabular_independent_mc,0,0.2626948102592521,2.1348377999383956,True,accepted_empirical,0.1,1,4.1283549129178145e-10,-0.029904019772302025,100,5.0,0.00345703125,empirical,0.0024283244799077467,0.023881079101562508,0.005296982875922866,0.02760949244562194,0.011374887661942622,0.01865193095794599,-0.008038488033754263
T-L,AN,mc_learned_baseline,False,46,49,135240,12544,12544,0,100352,9800,67620,270480,262144,0.9424218750000002,0.978,0.9555448538821132,0.0013662302225561085,5.77569651341643e-05,public_state_tabular_independent_mc,0,0.260086996783164,2.180014199926518,True,accepted_empirical,0.1,1,3.0059527001861823e-10,-0.034143924130017156,100,5.0,0.0017578125000000003,empirical,0.001012885519091092,0.020927954101562507,0.005314584608024014,0.024965168977168828,0.009378905836899926,0.01467021940077181,-0.006239329917808992
T-L,AN,mc_learned_baseline,False,46,50,138000,12800,12800,0,102400,10000,69000,276000,262144,0.9492187500000002,0.9690000000000001,0.9566516036393212,0.0011067497572080365,1.5176014251700756e-05,public_state_tabular_independent_mc,0,0.25782450572411614,2.2246468999655917,True,accepted_empirical,0.1,1,2.722257997682347e-10,-0.0029907306310982063,100,5.0,0.0,empirical,0.0,0.010261230468750007,9.952219747410516e-05,0.04993215739484402,0.00023461970719437948,0.003021306251136419,0.0027849109199455505
T-L,AN,mc_learned_baseline,False,46,51,140760,13056,13056,0,104448,10200,70380,281520,262144,0.9773437500000002,0.9570000000000001,0.9575768295349139,0.0009252258955926296,1.0531276528427604e-05,public_state_tabular_independent_mc,0,0.2559266565354529,2.2682566000148654,True,accepted_empirical,0.1,1,3.0269420134743127e-10,-0.0021584372483675488,100,5.0,0.0005859375000000001,empirical,0.0005859375,0.00826171875,0.0002516652565926525,0.015136354539996622,0.0002752347337879837,0.002136069415745468,0.002764594514298556
T-L,AN,mc_learned_baseline,False,46,52,143520,13312,13312,0,106496,10400,71760,287040,262144,0.9726562500000002,0.9419999999999998,0.958486467095776,0.0009096375608621532,1.0121018782722678e-05,public_state_tabular_independent_mc,0,0.2540549930010263,2.3167280999477953,True,accepted_empirical,0.1,1,2.0722684656035016e-10,-0.0020668290237408917,100,5.0,0.0011718750000000002,empirical,0.0008278295590484758,0.008635253906249998,2.789737908214578e-05,0.01984216459977406,0.00029066360408187765,0.002049383535520347,0.002765145488239914
T-L,AN,mc_learned_baseline,False,46,53,146280,13568,13568,0,108544,10600,73140,292560,262144,0.9492187500000002,0.9570000000000001,0.959675311327105,0.0011888442313290337,1.7191175756696074e-05,public_state_tabular_independent_mc,0,0.25160007013196856,2.361894299974665,True,accepted_empirical,0.1,1,4.653177945235956e-10,-0.0035256188952341823,100,5.0,0.0005859375000000001,empirical,0.0005859375,0.010173339843750002,2.123446430424943e-05,0.054045561665357345,0.0002604008715942788,0.003489455904700858,0.0028102403813118023
T-L,AN,mc_learned_baseline,False,46,54,149040,13824,13824,0,110592,10800,74520,298080,262144,0.9656250000000002,0.9540000000000001,0.9606753216900034,0.0010000103628983181,1.2087633914684896e-05,public_state_tabular_independent_mc,0,0.24952728874588526,2.404694499913603,True,accepted_empirical,0.1,1,9.868301210642482e-12,-0.0024385346628353847,100,5.0,0.0017578125000000003,empirical,0.0010128855190910918,0.009165344238281251,2.0990691136034194e-05,0.027797634520405734,0.00024389580808295862,0.0024309341597283677,0.0028448171940516527
