experiment,method,direction_method,label,seed,actor_class,fit_steps,sample_episodes,source_steps_total,eta,ideal_return_gain,actual_return_gain,learned_direction_derivative,projected_direction_derivative,projection_reference,realized_path_derivative,forward_kl_training,forward_kl_validation,forward_kl_exact,old_new_kl,direction_realization_residual,seconds,learned_q_0,learned_q_1,candidate_p_0,candidate_p_1,data_seed,source_direction_error,source_exact_score,dataset_sha256,direction_retrained,direction_source,source_csv_sha256,source_manifest_sha256,source_code_sha256,additional_training_environment_steps,replayed_source_episodes,report_validation_episodes
P-EA,AN,AN,mc_raw,1001,table,100,32,532,0.1,0.06866089402971565,0.06852869994155752,0.5458581508671384,0.5458581508671384,exact_population_Fisher_projection_diagnostic,0.54488783120811,4.845103434302768e-09,4.466446649650199e-09,4.449051424104298e-09,0.0022876086556255573,9.274927473506064e-07,0.02113390003796667,0.8431770843925667,0.6584330230127347,0.3365343014946463,0.7268561097327128,1001,0.25097847578308546,-0.18445047578308554,d90a939fbe7d9055f8ae617407e4ef50623e788e7162591d0513efc14b1bc44f,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,32,500
P-EA,AN,AN,mc_raw,1001,table,1000,32,532,0.1,0.06866089402971565,0.06866089402971565,0.5458581508671384,0.5458581508671384,exact_population_Fisher_projection_diagnostic,0.5458581508671367,0.0,0.0,0.0,0.002293391754785742,3.507867230291534e-30,0.2519181000534445,0.8431770843925667,0.6584330230127347,0.3365598966965527,0.7269066655298396,1001,0.25097847578308546,-0.18445047578308554,d90a939fbe7d9055f8ae617407e4ef50623e788e7162591d0513efc14b1bc44f,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,32,500
P-EA,AN,AN,mc_raw,1001,shared_offset,1,32,532,0.1,0.06866089402971565,0.012670937178126118,0.5458581508671384,0.5905514341961473,exact_population_Fisher_projection_diagnostic,0.12095995967828677,0.0013847685127438988,0.0014663120815473615,0.0014700581355695172,9.442249949432463e-05,0.29173227694821297,0.000853799981996417,0.8431770843925667,0.6584330230127347,0.30633754786578643,0.7062619565338497,1001,0.25097847578308546,-0.18445047578308554,d90a939fbe7d9055f8ae617407e4ef50623e788e7162591d0513efc14b1bc44f,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,32,500
P-EA,AN,AN,mc_raw,1001,shared_offset,10,32,532,0.1,0.06866089402971565,0.1088623865147419,0.5458581508671384,0.5905514341961473,exact_population_Fisher_projection_diagnostic,0.8264959880489398,0.00040583489606882563,0.0003769432538883161,0.00037561599222949647,0.004383884841755286,0.07879215153606067,0.003582799923606217,0.8431770843925667,0.6584330230127347,0.34472370356549836,0.7412128619977407,1001,0.25097847578308546,-0.18445047578308554,d90a939fbe7d9055f8ae617407e4ef50623e788e7162591d0513efc14b1bc44f,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,32,500
P-EA,AN,AN,mc_raw,1001,shared_offset,100,32,532,0.1,0.06866089402971565,0.07171793395154391,0.5458581508671384,0.5905514341961473,exact_population_Fisher_projection_diagnostic,0.5847968979728513,3.1863312745900964e-05,3.524159875244816e-05,3.5396794828220816e-05,0.002199273915371059,0.006923458107385811,0.02140019997023046,0.8431770843925667,0.6584330230127347,0.33131158058006777,0.7295492317226167,1001,0.25097847578308546,-0.18445047578308554,d90a939fbe7d9055f8ae617407e4ef50623e788e7162591d0513efc14b1bc44f,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,32,500
P-EA,AN,AN,mc_raw,1001,shared_offset,1000,32,532,0.1,0.06866089402971565,0.07139065463627658,0.5458581508671384,0.5905514341961473,exact_population_Fisher_projection_diagnostic,0.5825355861862189,3.1831058788621636e-05,3.554680505827411e-05,3.5717503820456834e-05,0.0021823386853582357,0.0069636820607756784,0.2333752999547869,0.8431770843925667,0.6584330230127347,0.33118734120893983,0.7294385594952664,1001,0.25097847578308546,-0.18445047578308554,d90a939fbe7d9055f8ae617407e4ef50623e788e7162591d0513efc14b1bc44f,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,32,500
P-EA,AN,AN,mc_raw,1002,table,1,32,532,0.1,0.04130624389051368,0.01267092954197313,0.3615677737519735,0.3615677737519735,exact_population_Fisher_projection_diagnostic,0.12095989264725794,0.00037402448363319717,0.00037688389011360343,0.00037635613967330824,9.442235377689623e-05,0.0756926609596731,0.0010729000205174088,0.4537624062430274,0.4477738829813383,0.3063375402076219,0.7062619535324616,1002,0.05597935202856583,0.010548647971434094,5611e1dbe7a7be4a4dcba9c2ce8f1012a1d306922dd5a74381c6f001f10c1ae6,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,32,500
P-EA,AN,AN,mc_raw,1002,table,10,32,532,0.1,0.04130624389051368,0.054911273895573764,0.3615677737519735,0.3615677737519735,exact_population_Fisher_projection_diagnostic,0.4648319788906049,6.703922726641128e-05,6.718182968733075e-05,6.71555100678775e-05,0.0013949087198945826,0.013565586543897099,0.0028597000055015087,0.4537624062430274,0.4477738829813383,0.3248600811639741,0.7236279641145871,1002,0.05597935202856583,0.010548647971434094,5611e1dbe7a7be4a4dcba9c2ce8f1012a1d306922dd5a74381c6f001f10c1ae6,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,32,500
P-EA,AN,AN,mc_raw,1002,table,100,32,532,0.1,0.04130624389051368,0.0411014152446455,0.3615677737519735,0.3615677737519735,exact_population_Fisher_projection_diagnostic,0.3599672622921792,1.622311195656821e-08,1.627963728897028e-08,1.626920461027725e-08,0.0008417515203374075,3.2816659263901643e-06,0.029659599997103214,0.4537624062430274,0.4477738829813383,0.31931156395819577,0.7183830552186891,1002,0.05597935202856583,0.010548647971434094,5611e1dbe7a7be4a4dcba9c2ce8f1012a1d306922dd5a74381c6f001f10c1ae6,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,32,500
P-EA,AN,AN,mc_raw,1002,table,1000,32,532,0.1,0.04130624389051368,0.041306243890513905,0.3615677737519735,0.3615677737519735,exact_population_Fisher_projection_diagnostic,0.3615677737519759,3.005670947173843e-17,2.6500823937057997e-17,2.7157121028582485e-17,0.0008491802108901096,5.4072717267407135e-30,0.220246099983342,0.4537624062430274,0.4477738829813383,0.3193967712414756,0.718463466570147,1002,0.05597935202856583,0.010548647971434094,5611e1dbe7a7be4a4dcba9c2ce8f1012a1d306922dd5a74381c6f001f10c1ae6,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,32,500
P-EA,AN,AN,mc_raw,1002,shared_offset,1,32,532,0.1,0.04130624389051368,0.012670934539712686,0.3615677737519735,0.36301651729944134,exact_population_Fisher_projection_diagnostic,0.12095993558079228,0.0003740242829462962,0.00037688366672272646,0.00037635592047282306,9.442246188875978e-05,0.07569261753320727,0.0005421999376267195,0.4537624062430274,0.4477738829813383,0.3063375465957979,0.7062619552939762,1002,0.05597935202856583,0.010548647971434094,5611e1dbe7a7be4a4dcba9c2ce8f1012a1d306922dd5a74381c6f001f10c1ae6,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,32,500
P-EA,AN,AN,mc_raw,1002,shared_offset,10,32,532,0.1,0.04130624389051368,0.05495994292255041,0.3615677737519735,0.36301651729944134,exact_population_Fisher_projection_diagnostic,0.4654090051018542,6.709173814727852e-05,6.700754290244832e-05,6.702308251804197e-05,0.0013942945471650302,0.013550216126040553,0.0018340999959036708,0.4537624062430274,0.4477738829813383,0.324784713603928,0.723667399838687,1002,0.05597935202856583,0.010548647971434094,5611e1dbe7a7be4a4dcba9c2ce8f1012a1d306922dd5a74381c6f001f10c1ae6,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,32,500
P-EA,AN,AN,mc_raw,1002,shared_offset,100,32,532,0.1,0.04130624389051368,0.0412069304990651,0.3615677737519735,0.36301651729944134,exact_population_Fisher_projection_diagnostic,0.3611883980976387,5.019368726256918e-08,6.191640970555863e-08,5.975278869778331e-08,0.00084043103760209,1.154691391551245e-05,0.017834699945524335,0.4537624062430274,0.4477738829813383,0.31914204741391894,0.718468660784567,1002,0.05597935202856583,0.010548647971434094,5611e1dbe7a7be4a4dcba9c2ce8f1012a1d306922dd5a74381c6f001f10c1ae6,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,32,500
P-EA,AN,AN,mc_raw,1002,shared_offset,1000,32,532,0.1,0.04130624389051368,0.04141148335896849,0.3615677737519735,0.36301651729944134,exact_population_Fisher_projection_diagnostic,0.362785596256472,3.3928339772475304e-08,3.765486488322717e-08,3.696707345467165e-08,0.0008478700782292765,7.2987439524122665e-06,0.1814517000457272,0.4537624062430274,0.4477738829813383,0.31922812893422464,0.7185487797373442,1002,0.05597935202856583,0.010548647971434094,5611e1dbe7a7be4a4dcba9c2ce8f1012a1d306922dd5a74381c6f001f10c1ae6,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,32,500
P-EA,AN,AN,mc_raw,1003,table,1,32,532,0.1,0.04153556364061589,0.012670910107685007,0.39244067647909503,0.39244067647909503,exact_population_Fisher_projection_diagnostic,0.12095976013442714,0.0003975048732227969,0.0003749605969888942,0.0003791548809393926,9.442146514357911e-05,0.07830750169149094,0.0009176000021398067,0.04842861918116576,0.5353496922237737,0.3063374648013648,0.7062619541365905,1003,0.015541736682700308,0.05098626331729961,5ff65f409ab050b6b6b3515e68e18051dd0aed66d3038febcb7f6c65158cd6f2,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,32,500
P-EA,AN,AN,mc_raw,1003,table,10,32,532,0.1,0.04153556364061589,0.05953199446159452,0.39244067647909503,0.39244067647909503,exact_population_Fisher_projection_diagnostic,0.5505352241842938,0.00011756376001825761,0.00011029828212975027,0.00011164999894621823,0.0013984770781801416,0.02349639691438038,0.002051800023764372,0.04842861918116576,0.5353496922237737,0.3032558274895673,0.730526064674762,1003,0.015541736682700308,0.05098626331729961,5ff65f409ab050b6b6b3515e68e18051dd0aed66d3038febcb7f6c65158cd6f2,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,32,500
P-EA,AN,AN,mc_raw,1003,table,100,32,532,0.1,0.04153556364061589,0.041709492903127754,0.39244067647909503,0.39244067647909503,exact_population_Fisher_projection_diagnostic,0.3940335219422007,1.2753401815023804e-08,1.196542673682312e-08,1.2112026751372244e-08,0.0007215380573892589,2.5330381041920167e-06,0.01518800004851073,0.04842861918116576,0.5353496922237737,0.30202520941934363,0.7220821708428464,1003,0.015541736682700308,0.05098626331729961,5ff65f409ab050b6b6b3515e68e18051dd0aed66d3038febcb7f6c65158cd6f2,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,32,500
P-EA,AN,AN,mc_raw,1003,table,1000,32,532,0.1,0.04153556364061589,0.04153556364061606,0.39244067647909503,0.39244067647909503,exact_population_Fisher_projection_diagnostic,0.39244067647909614,-9.316298141743866e-18,-1.0339108746241712e-17,-1.014881840121885e-17,0.0007156944847128104,1.962124253980896e-29,0.16851899994071573,0.04842861918116576,0.5353496922237737,0.30203793384642164,0.7219927287293961,1003,0.015541736682700308,0.05098626331729961,5ff65f409ab050b6b6b3515e68e18051dd0aed66d3038febcb7f6c65158cd6f2,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,32,500
P-EA,AN,AN,mc_raw,1003,shared_offset,1,32,532,0.1,0.04153556364061589,0.012670932562384385,0.39244067647909503,0.2746447304886273,exact_population_Fisher_projection_diagnostic,0.12095991752120387,0.0003975054629014418,0.00037496125330625926,0.00037915552485885614,9.442243370558957e-05,0.07830762939229624,0.0005352000007405877,0.04842861918116576,0.5353496922237737,0.3063375456440197,0.7062619543647674,1003,0.015541736682700308,0.05098626331729961,5ff65f409ab050b6b6b3515e68e18051dd0aed66d3038febcb7f6c65158cd6f2,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,32,500
P-EA,AN,AN,mc_raw,1003,shared_offset,10,32,532,0.1,0.04153556364061589,0.0319641730847538,0.39244067647909503,0.2746447304886273,exact_population_Fisher_projection_diagnostic,0.28735931911512924,0.0002297930258958859,0.00024082528020510753,0.00023877276777548584,0.0005322615340147389,0.048006598869692094,0.001810499932616949,0.04842861918116576,0.5353496922237737,0.3151765331256904,0.7147501407454394,1003,0.015541736682700308,0.05098626331729961,5ff65f409ab050b6b6b3515e68e18051dd0aed66d3038febcb7f6c65158cd6f2,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,32,500
