method,label,training_seed,evaluation_seed,episode,target_n,variant,policy_mode,ended_by,discounted_return,undiscounted_return,episode_length
AN,mc_learned_baseline,47,10000047,62,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,47,10000047,63,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,64,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,47,10000047,65,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,66,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,67,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,68,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,69,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,47,10000047,70,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,47,10000047,71,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,72,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,73,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,47,10000047,74,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,47,10000047,75,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,76,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,77,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,78,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,79,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,47,10000047,80,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,81,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,82,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,47,10000047,83,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,47,10000047,84,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,85,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,86,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,87,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,88,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,47,10000047,89,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,90,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,91,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,92,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,93,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,47,10000047,94,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,95,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,96,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,97,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,98,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,99,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,100,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,101,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,102,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,103,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,104,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,105,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,106,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,107,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,47,10000047,108,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,109,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,110,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,47,10000047,111,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,112,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,47,10000047,113,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,47,10000047,114,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,47,10000047,115,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,116,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,117,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,118,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,119,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,120,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,121,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,122,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,123,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,124,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,125,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,126,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,47,10000047,127,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,47,10000047,128,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,129,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,47,10000047,130,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,47,10000047,131,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,132,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,133,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,134,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,135,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,136,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,137,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,138,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,139,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,140,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,47,10000047,141,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,142,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,143,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,47,10000047,144,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,145,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,146,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,147,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,148,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,149,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,150,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,151,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,47,10000047,152,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,153,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,154,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,155,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,156,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,157,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,158,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,47,10000047,159,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,160,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,47,10000047,161,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,47,10000047,162,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,47,10000047,163,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,47,10000047,164,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,165,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,166,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,47,10000047,167,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,47,10000047,168,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,169,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,47,10000047,170,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,171,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,172,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,173,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,47,10000047,174,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,47,10000047,175,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,47,10000047,176,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,177,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,178,4,source,stochastic,task_complete,3.6,3.6,1
AN,mc_learned_baseline,47,10000047,179,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,180,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,181,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,47,10000047,182,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,183,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,184,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,185,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,186,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,187,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,188,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,189,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,47,10000047,190,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,191,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,192,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,193,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,194,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,47,10000047,195,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,196,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,47,10000047,197,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,47,10000047,198,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,199,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,200,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,47,10000047,201,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,202,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,203,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,204,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,205,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,47,10000047,206,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,207,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,208,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,209,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,210,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,211,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,212,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,213,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,214,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,215,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,216,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,217,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,218,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,219,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,47,10000047,220,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,221,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,222,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,223,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,224,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,225,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,226,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,227,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,228,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,229,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,230,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,231,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,47,10000047,232,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,233,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,234,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,47,10000047,235,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,47,10000047,236,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,47,10000047,237,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,238,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,239,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,240,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,241,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,242,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,243,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,47,10000047,244,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,245,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,246,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,47,10000047,247,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,248,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,47,10000047,249,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,250,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,251,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,252,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,253,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,254,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,255,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,256,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,47,10000047,257,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,258,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,47,10000047,259,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,47,10000047,260,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,261,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,47,10000047,262,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,263,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,264,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,47,10000047,265,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,266,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,267,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,47,10000047,268,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,269,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,270,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,271,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,272,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,47,10000047,273,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,274,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,47,10000047,275,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,276,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,277,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,47,10000047,278,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,279,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,280,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,47,10000047,281,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,47,10000047,282,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,47,10000047,283,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,284,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,285,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,286,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,287,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,47,10000047,288,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,289,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,290,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,291,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,292,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,47,10000047,293,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,294,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,295,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,296,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,297,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,298,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,299,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,300,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,301,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,302,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,303,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,304,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,305,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,47,10000047,306,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,47,10000047,307,4,source,stochastic,task_complete,3.9,3.9,1
