path,current_path,status,original_sha256,current_sha256
manifold_project/experiments/cooperative_navigation/vendor/mappo/onpolicy/algorithms/r_mappo/algorithm/rMAPPOPolicy.py,manifold_project/experiments/cooperative_navigation/vendor/mappo/onpolicy/algorithms/r_mappo/algorithm/rMAPPOPolicy.py,unchanged,c1ca8f66a2d9457638177a2f81b849762e0db17e21e409b9aab14c1fe78b031d,c1ca8f66a2d9457638177a2f81b849762e0db17e21e409b9aab14c1fe78b031d
manifold_project/experiments/cooperative_navigation/vendor/mappo/onpolicy/algorithms/r_mappo/r_mappo.py,manifold_project/experiments/cooperative_navigation/vendor/mappo/onpolicy/algorithms/r_mappo/r_mappo.py,unchanged,7aa29cb9c3b711798e4a9fd8a24437d373bb48a36dd958fa441f77df9814bcb6,7aa29cb9c3b711798e4a9fd8a24437d373bb48a36dd958fa441f77df9814bcb6
manifold_project/experiments/cooperative_navigation/vendor/mappo/onpolicy/algorithms/utils/act.py,manifold_project/experiments/cooperative_navigation/vendor/mappo/onpolicy/algorithms/utils/act.py,unchanged,e1ca14c07401baa2f2342853c09dd9faf0ce89eac6facd02bbe078d2439b7f22,e1ca14c07401baa2f2342853c09dd9faf0ce89eac6facd02bbe078d2439b7f22
manifold_project/experiments/cooperative_navigation/vendor/mappo/onpolicy/algorithms/utils/cnn.py,manifold_project/experiments/cooperative_navigation/vendor/mappo/onpolicy/algorithms/utils/cnn.py,unchanged,410e28dc1977daefc9571207173f6b54caacefae2f9e9a59dc32a6bd7f213b36,410e28dc1977daefc9571207173f6b54caacefae2f9e9a59dc32a6bd7f213b36
manifold_project/experiments/cooperative_navigation/vendor/mappo/onpolicy/algorithms/utils/distributions.py,manifold_project/experiments/cooperative_navigation/vendor/mappo/onpolicy/algorithms/utils/distributions.py,unchanged,157092a52d685881c0c10d2e5487eaebb7a7d66b3d608a7e5f5ca6ea42b9af7a,157092a52d685881c0c10d2e5487eaebb7a7d66b3d608a7e5f5ca6ea42b9af7a
manifold_project/experiments/cooperative_navigation/vendor/mappo/onpolicy/algorithms/utils/mlp.py,manifold_project/experiments/cooperative_navigation/vendor/mappo/onpolicy/algorithms/utils/mlp.py,unchanged,790c0c6ec9f38569919e7e5c065d765c2b808da962619beb85eb6f7ba3a30087,790c0c6ec9f38569919e7e5c065d765c2b808da962619beb85eb6f7ba3a30087
manifold_project/experiments/cooperative_navigation/vendor/mappo/onpolicy/algorithms/utils/popart.py,manifold_project/experiments/cooperative_navigation/vendor/mappo/onpolicy/algorithms/utils/popart.py,unchanged,9205b0ce68ec6b9dc11673adfe788ba26e9f301f31c6a2f7f5d242e412d760fe,9205b0ce68ec6b9dc11673adfe788ba26e9f301f31c6a2f7f5d242e412d760fe
manifold_project/experiments/cooperative_navigation/vendor/mappo/onpolicy/algorithms/utils/rnn.py,manifold_project/experiments/cooperative_navigation/vendor/mappo/onpolicy/algorithms/utils/rnn.py,unchanged,8a5f7bc2a9263d4ebd3234e877ee305c5caae24987d39e1155fc3fe35e089eaf,8a5f7bc2a9263d4ebd3234e877ee305c5caae24987d39e1155fc3fe35e089eaf
manifold_project/experiments/cooperative_navigation/vendor/mappo/onpolicy/algorithms/utils/util.py,manifold_project/experiments/cooperative_navigation/vendor/mappo/onpolicy/algorithms/utils/util.py,unchanged,390fc541abc72231b864e6017b2a8e75b58a1bc593e87fc3bc27b80b9effa2c6,390fc541abc72231b864e6017b2a8e75b58a1bc593e87fc3bc27b80b9effa2c6
manifold_project/experiments/cooperative_navigation/vendor/mappo/onpolicy/config.py,manifold_project/experiments/cooperative_navigation/vendor/mappo/onpolicy/config.py,unchanged,61261a04812fba57e81941ae14309100b8bf809dcfe4d038dd0a4a7ae5afaab4,61261a04812fba57e81941ae14309100b8bf809dcfe4d038dd0a4a7ae5afaab4
manifold_project/experiments/cooperative_navigation/vendor/mappo/onpolicy/utils/shared_buffer.py,manifold_project/experiments/cooperative_navigation/vendor/mappo/onpolicy/utils/shared_buffer.py,unchanged,4aeb41628220d8e56362a3cfbfe1ac9da7eea3dc56c57877564f535f23d5b82c,4aeb41628220d8e56362a3cfbfe1ac9da7eea3dc56c57877564f535f23d5b82c
manifold_project/experiments/cooperative_navigation/vendor/mappo/onpolicy/utils/util.py,manifold_project/experiments/cooperative_navigation/vendor/mappo/onpolicy/utils/util.py,unchanged,397ec9d68851663ad012bafa60a65b6510405b64f476913b0700bb6fcca22e0c,397ec9d68851663ad012bafa60a65b6510405b64f476913b0700bb6fcca22e0c
manifold_project/experiments/cooperative_navigation/vendor/mappo/onpolicy/utils/valuenorm.py,manifold_project/experiments/cooperative_navigation/vendor/mappo/onpolicy/utils/valuenorm.py,unchanged,df19f747f5845c337d1933ee1a092fa3c758f9ada38bfa3e32aa7d277ac845a2,df19f747f5845c337d1933ee1a092fa3c758f9ada38bfa3e32aa7d277ac845a2
manifold_project/experiments/cooperative_navigation/vendor/mappo/UPSTREAM.json,manifold_project/experiments/cooperative_navigation/vendor/mappo/UPSTREAM.json,unchanged,e6132f252f614f076a84b5c251ebbf4c141e526e19167dd9075684f7242e2056,e6132f252f614f076a84b5c251ebbf4c141e526e19167dd9075684f7242e2056
manifold_project/experiments/diagnose_navigation_direction.py,,removed_from_active_tree,3053342a16de36b5f369249881cb6b8d3134a116f6de65c2ed260722c86531f4,
manifold_project/experiments/evaluate_navigation_arrival.py,,removed_from_active_tree,92889a5aaabbfc87076aef8db46a0ffe197b5e0ef8037d54ba47fa5e9305a7cf,
manifold_project/experiments/monitor_navigation.py,manifold_project/experiments/cooperative_navigation/tools/monitor.py,moved_adapted,e19df9977ee3270b67443df66f2b56dbda1a4c5558e80531ebd355a72f911e90,c1d9e7bb658c0737b215ffd66fff09e3caed1e2723bce2061266a3b114c86e4b
manifold_project/experiments/pair_coordination/__init__.py,manifold_project/experiments/pair_coordination/__init__.py,unchanged,f54b4788398aa5a397d7b2f5a02e2e0c0d14e9e8a2563449f3c12e1133ed6ea2,f54b4788398aa5a397d7b2f5a02e2e0c0d14e9e8a2563449f3c12e1133ed6ea2
manifold_project/experiments/pair_coordination/analysis/__init__.py,manifold_project/experiments/pair_coordination/analysis/__init__.py,unchanged,16cce10f93edb3fa73aec7364cb4e6dccc8c314d9f7c8513406a257bc0690d56,16cce10f93edb3fa73aec7364cb4e6dccc8c314d9f7c8513406a257bc0690d56
manifold_project/experiments/pair_coordination/analysis/compact_results.py,,removed_from_active_tree,ff7b8f09b888d8b99010e7f49e3e2af9e0622c9b86d60244feb0f48300711ab0,
manifold_project/experiments/pair_coordination/analysis/comprehensive_assessment.py,,removed_from_active_tree,9e43fb2723cb0d58297ba7fb579976eadf9c9a89f701b70db3c4956e27128539,
manifold_project/experiments/pair_coordination/analysis/merge_logs.py,,removed_from_active_tree,b9e4929c63adeeed18500e4eb2c2493bdabbb54b5b3ec91d89eec47da94902b3,
manifold_project/experiments/pair_coordination/analysis/plot_training.py,manifold_project/experiments/pair_coordination/analysis/plot_training.py,unchanged,b58c47f69a7ee2831b0546826685ce8d76c53b31ec7da1367bbe9b27fbf99179,b58c47f69a7ee2831b0546826685ce8d76c53b31ec7da1367bbe9b27fbf99179
manifold_project/experiments/pair_coordination/analysis/round_overview.py,manifold_project/experiments/pair_coordination/analysis/round_overview.py,unchanged,dbcc2b4f64aa8d0797d450bc0e9ac6228f897530ccc3b8e5c1e9504b8ed5470c,dbcc2b4f64aa8d0797d450bc0e9ac6228f897530ccc3b8e5c1e9504b8ed5470c
manifold_project/experiments/pair_coordination/configs/pair_composition_target.json,,removed_from_active_tree,ce6fe1dc315d4f6ce2db8b93353ad250c3e5bb08c3094026852e6aca7e352ec8,
manifold_project/experiments/pair_coordination/configs/pair_conflict.json,,removed_from_active_tree,3817089b290414ca5cb0b9f3a87a19bf19b689729b43c4f53ed3e54b9fc6567f,
manifold_project/experiments/pair_coordination/configs/pair_second_order.json,,removed_from_active_tree,b2ecc070a951f313b07415443df59e9f5c5d0df6fc306ca8ab803546434b884f,
manifold_project/experiments/pair_coordination/configs/pair_source.json,manifold_project/experiments/pair_coordination/configs/pair_source.json,unchanged,058d6122b4f64939a1217defdb17839c710e8e83ece3a85ac81ffb73b2ab13f7,058d6122b4f64939a1217defdb17839c710e8e83ece3a85ac81ffb73b2ab13f7
manifold_project/experiments/pair_coordination/configs/suite_formal.json,,removed_from_active_tree,05a33b41285f0441ae982b5573a5a739217f8753c337793e069f34ea205b67d1,
manifold_project/experiments/pair_coordination/configs/suite_paper_checks.json,,removed_from_active_tree,777572cdef48717c3a54393511451a99e02d6293fb548e799a60141c18fa2edd,
manifold_project/experiments/pair_coordination/configs/suite_paper_mechanisms.json,,removed_from_active_tree,0fb6183ce5eae72c75456a4b0a58e4cd376e027903aa7a1f978d602d7c6ff585,
manifold_project/experiments/pair_coordination/configs/suite_paper_training.json,,removed_from_active_tree,99f546559b7b3a8bc273b60847206ad136e49df7eb85e7d0675c45b77a88a987,
manifold_project/experiments/pair_coordination/configs/suite_pilot.json,,removed_from_active_tree,fd21abaac7f138284aa8115c88c51aef249f302781a5a29682b1454376176e19,
manifold_project/experiments/pair_coordination/configs/suite_smoke.json,,removed_from_active_tree,59768b46883cbd24d0f35c78a5d2feba20578d6125c34dca59fc964a2d01aabc,
manifold_project/experiments/pair_coordination/configs/train_direction.json,manifold_project/experiments/pair_coordination/configs/train_direction.json,unchanged,889b21e17ad09388f718d4fa48f2e62a8149ac8d604622837490e92a56bd3c06,889b21e17ad09388f718d4fa48f2e62a8149ac8d604622837490e92a56bd3c06
manifold_project/experiments/pair_coordination/configs/train_minibatch.json,manifold_project/experiments/pair_coordination/configs/train_minibatch.json,unchanged,83b25046abe2196a43a0af925a3aec644e22c6cf6874da3a60dcf4196b9a3ae8,83b25046abe2196a43a0af925a3aec644e22c6cf6874da3a60dcf4196b9a3ae8
manifold_project/experiments/pair_coordination/configs/train_mlp.json,manifold_project/experiments/pair_coordination/configs/train_mlp.json,unchanged,f603e4cbeb1e74a29475d9faf9069391f45cac89f6ecdac3b18e2c1e58db8fd8,f603e4cbeb1e74a29475d9faf9069391f45cac89f6ecdac3b18e2c1e58db8fd8
manifold_project/experiments/pair_coordination/envs/__init__.py,manifold_project/experiments/pair_coordination/envs/__init__.py,unchanged,8ae1bdd7eaa8b5e56f000f218fda622244939cd3c809377712a7c329e6863b63,8ae1bdd7eaa8b5e56f000f218fda622244939cd3c809377712a7c329e6863b63
manifold_project/experiments/pair_coordination/envs/pair_coordination.py,manifold_project/experiments/pair_coordination/envs/pair_coordination.py,unchanged,d050794caf6b33a474179c74ce34e0956d7773c09450c37e8f8afb1da07eef58,d050794caf6b33a474179c74ce34e0956d7773c09450c37e8f8afb1da07eef58
manifold_project/experiments/pair_coordination/evaluate.py,manifold_project/experiments/pair_coordination/evaluate.py,unchanged,168e788238dd8ba526ccc157132db424bc69659e95231a771fc3a9b1f8fbf5bb,168e788238dd8ba526ccc157132db424bc69659e95231a771fc3a9b1f8fbf5bb
manifold_project/experiments/pair_coordination/evaluate_transfer.py,,removed_from_active_tree,c825df66bdec09fddbedb481a2d13a6ef4376d3cc3ffcde240fb6d6d697d48fa,
manifold_project/experiments/pair_coordination/evaluation/__init__.py,manifold_project/experiments/pair_coordination/evaluation/__init__.py,unchanged,8f99b9e4987487a9ba1479f2f6948d6a238ceec3fbf8c574e37ebefd48fae908,8f99b9e4987487a9ba1479f2f6948d6a238ceec3fbf8c574e37ebefd48fae908
manifold_project/experiments/pair_coordination/evaluation/exact_pair.py,manifold_project/experiments/pair_coordination/evaluation/exact_pair.py,unchanged,74125cc364d4bc4b30a6dce7ed3d7dc887b94c1fdce55be7630d9b9c11e66f8f,74125cc364d4bc4b30a6dce7ed3d7dc887b94c1fdce55be7630d9b9c11e66f8f
manifold_project/experiments/pair_coordination/experiments/__init__.py,,removed_from_active_tree,9e09d0947544812acfe750a5c386b5d734d703bdf2f112cda8e18976ab504d4f,
manifold_project/experiments/pair_coordination/experiments/mechanisms.py,,removed_from_active_tree,9f9fb7204d6afa8ebcbc04160c465b881040afbc62e0e2275a8302390c816b73,
manifold_project/experiments/pair_coordination/experiments/plotting.py,,removed_from_active_tree,4be136810c6408bd86d464ced868df19950a62f163d4d557c1981d63045d3c8b,
manifold_project/experiments/pair_coordination/experiments/protocol.py,,removed_from_active_tree,c24db6e833a3167f92cde18523078bdbcd11fe87146455280991752a6a546ce4,
manifold_project/experiments/pair_coordination/experiments/reporting.py,manifold_project/experiments/common/statistics.py,merged_selected_functions,488f5d03cdad2fe7ced48cbe9d77a4e46fda980c2b11fdd306479837372020b5,6a5a5ee31b9a78b3e41926a4befe1bc6d72fcc49fdc4ad7968fb31a7efea604a
manifold_project/experiments/pair_coordination/models/__init__.py,manifold_project/experiments/pair_coordination/models/__init__.py,unchanged,c7b853d9a75d46bb976ab3b83ead97faffb2205c64c7ce09fd3cc86bff1bc05a,c7b853d9a75d46bb976ab3b83ead97faffb2205c64c7ce09fd3cc86bff1bc05a
manifold_project/experiments/pair_coordination/models/actor.py,manifold_project/experiments/pair_coordination/models/actor.py,unchanged,14926d521b6c1f3b1502aeef2b8e4b643afc83b2ec7ce120f1301f441b5d9fce,14926d521b6c1f3b1502aeef2b8e4b643afc83b2ec7ce120f1301f441b5d9fce
manifold_project/experiments/pair_coordination/models/critic.py,manifold_project/experiments/pair_coordination/models/critic.py,unchanged,7e2b1bae9c55ffa38447c665d1bfb418be84abd4fc7c010887e2e7e327f0dcb4,7e2b1bae9c55ffa38447c665d1bfb418be84abd4fc7c010887e2e7e327f0dcb4
manifold_project/experiments/pair_coordination/models/direction.py,manifold_project/experiments/pair_coordination/models/direction.py,unchanged,6433ee1340d25e2c7d86bb542105589ea4f236ae00ce3f09ebbf9f75ce7a1acf,6433ee1340d25e2c7d86bb542105589ea4f236ae00ce3f09ebbf9f75ce7a1acf
manifold_project/experiments/pair_coordination/models/mlp.py,manifold_project/experiments/pair_coordination/models/mlp.py,unchanged,0406e837fc90c729556f24316681ddce16b6772f4abd24992ecaf91bcd1f89e6,0406e837fc90c729556f24316681ddce16b6772f4abd24992ecaf91bcd1f89e6
manifold_project/experiments/pair_coordination/models/torch_models.py,manifold_project/experiments/pair_coordination/models/torch_models.py,unchanged,b18bf5afa3d33d21cae21120ffde76a57c444cf2a8b04280f3afef32f13a2922,b18bf5afa3d33d21cae21120ffde76a57c444cf2a8b04280f3afef32f13a2922
manifold_project/experiments/pair_coordination/requirements.txt,manifold_project/experiments/pair_coordination/requirements.txt,unchanged,92f46896d84efcc3696618446b2bea0f9f132217aab8beb298de44eaf5edb863,92f46896d84efcc3696618446b2bea0f9f132217aab8beb298de44eaf5edb863
manifold_project/experiments/pair_coordination/run_experiments.py,,removed_from_active_tree,ede0bef9882df0e5465832161d27787fdf360007305ee6462b14302e22da843c,
manifold_project/experiments/pair_coordination/tests/__init__.py,,removed_from_active_tree,70b654eeb0a33e52fb463f9867a9a309f97be6183c340e90258b0b45f9be09cd,
manifold_project/experiments/pair_coordination/tests/test_atomic_checkpoint.py,manifold_project/experiments/tests/test_pair_atomic.py,moved_unchanged,acc5e828a2c6e3844201a1960b34b116be7a7fb9ad0dbb43edb3f78f408583f3,acc5e828a2c6e3844201a1960b34b116be7a7fb9ad0dbb43edb3f78f408583f3
manifold_project/experiments/pair_coordination/tests/test_batch_checkpoint.py,manifold_project/experiments/tests/test_pair_checkpoint.py,moved_unchanged,f426974347eb1a3b955d2e5c4d562c51d5feea231c379651e8bcb6fdcc976d42,f426974347eb1a3b955d2e5c4d562c51d5feea231c379651e8bcb6fdcc976d42
manifold_project/experiments/pair_coordination/tests/test_best_checkpoint.py,,removed_from_active_tree,e5eb9f3bb61c02973f30bec3db7a06afd22b7ed69f313d2c96b69c2725b7a87d,
manifold_project/experiments/pair_coordination/tests/test_experiment_suite.py,,removed_from_active_tree,ec5e1eda48eeaef42f25ec533bc2e12df0d4aac1a162d1ea4538be5dc505bb36,
manifold_project/experiments/pair_coordination/tests/test_learning.py,manifold_project/experiments/tests/test_pair_learning.py,moved_unchanged,98f8f3845a9ccc19401f41f889c10ec4c6ec5e6a21d70f9c7162eb9ddfa0c98f,98f8f3845a9ccc19401f41f889c10ec4c6ec5e6a21d70f9c7162eb9ddfa0c98f
manifold_project/experiments/pair_coordination/tests/test_mlp.py,,removed_from_active_tree,4783fb076c1944472f44b46ff5d3025f086a6b87cebe3e2faba623e5463a850f,
manifold_project/experiments/pair_coordination/tests/test_pair_coordination.py,manifold_project/experiments/tests/test_pair_environment.py,moved_adapted,ad38889a7d2c853aac00df24a4079159b2d9b9e7082fa093c59ca3309f13ba6f,c43768d44a49cad2838b5fc9ea798e333ba5d690d513e9a4c517ce75f9f38865
manifold_project/experiments/pair_coordination/tests/test_plot_layout.py,,removed_from_active_tree,726940186cebfda9cac7c0e337ec00a459d15bd282badf4b0457a1b186849743,
manifold_project/experiments/pair_coordination/tests/test_round_overview.py,,removed_from_active_tree,66b206fe9076d23e14c6284e0b8d6a90c1cdcdce8642bd867affc0e981ec7003,
